index,Name,Roll no.,OS,DAA,ML,Gender,Total,average,Grade,Status
718,umbjcbmnpk,21CPS1094,35,91,84,F,210,70.0,C,P
719,lmmnwygwqe,21CPS1127,95,91,6,M,192,64.0,C,P
720,ysscpjdhfd,21BRS1048,97,94,52,F,243,81.0,A,P
721,xikdaprtsf,21BAI1488,13,91,32,M,136,45.333333333333336,E,P
722,zlnhcxjtjp,21BAI1532,39,43,31,M,113,37.666666666666664,F,F
723,cqftwhmvlj,21CPS1579,2,90,5,M,97,32.333333333333336,F,F
724,veofrlpjwq,21BRS1177,9,32,51,M,92,30.666666666666668,F,F
725,ebnixsvnnb,21CPS1496,92,73,60,F,225,75.0,B,P
726,ixljeywwmh,21BRS1523,70,44,19,F,133,44.333333333333336,E,P
727,ieffsouawl,21CSE1101,93,95,29,M,217,72.33333333333333,B,P
728,ytgucuuzbq,21BRS1460,27,31,81,M,139,46.333333333333336,E,P
729,kchwagnirs,21BAI1127,56,96,24,F,176,58.666666666666664,D,P
730,mijfqcrgrt,21BRS1263,96,18,81,F,195,65.0,C,P
731,bopupgwxuf,21CSE1220,88,14,58,F,160,53.333333333333336,D,P
732,onmqrjrxcn,21BRS1213,33,95,62,F,190,63.333333333333336,C,P
733,hoszlnbviw,21CPS1341,2,25,29,F,56,18.666666666666668,F,F
734,nowrczwsfl,21BAI1377,31,60,46,M,137,45.666666666666664,E,P
735,duuspaohha,21BAI1147,76,53,35,M,164,54.666666666666664,D,P
736,fetpmuiygh,21BRS1513,29,75,98,F,202,67.33333333333333,C,P
737,sawptfusnd,21BRS1470,45,53,19,M,117,39.0,F,F
738,fjqyggutxm,21CPS1145,57,50,59,F,166,55.333333333333336,D,P
739,tyxmlodjne,21BAI1484,47,93,10,F,150,50.0,E,P
740,rjrqddijfw,21BAI1402,48,65,6,F,119,39.666666666666664,F,F
741,twsvnvtwln,21CSE1062,31,64,46,M,141,47.0,E,P
742,wzjvxcfqfy,21CSE1406,4,99,83,F,186,62.0,C,P
743,ytaxsvjclg,21BRS1158,53,65,46,M,164,54.666666666666664,D,P
744,vmexbbhshn,21BAI1560,66,84,36,M,186,62.0,C,P
745,lxykatfaif,21BRS1399,22,69,73,M,164,54.666666666666664,D,P
746,vkarfocsnq,21CPS1278,54,52,62,M,168,56.0,D,P
747,dciktprwgq,21BRS1170,62,61,40,F,163,54.333333333333336,D,P
748,axwoinvbvj,21CPS1476,72,48,5,F,125,41.666666666666664,E,P
749,lyjcbufvjz,21CPS1319,22,46,0,F,68,22.666666666666668,F,F
750,lwdxurvrec,21BAI1490,98,62,22,F,182,60.666666666666664,D,P
751,vxvyytrxrb,21BAI1461,88,76,70,M,234,78.0,B,P
752,pbxtezyjmi,21CSE1196,78,44,88,M,210,70.0,C,P
753,dgjfylockn,21BRS1264,78,0,89,F,167,55.666666666666664,D,P
754,yexataeowu,21CSE1042,96,84,1,F,181,60.333333333333336,D,P
755,mtlfnnwaoc,21BAI1338,69,99,25,F,193,64.33333333333333,C,P
756,iloycjmjly,21BAI1517,45,42,52,F,139,46.333333333333336,E,P
757,exxdxpxtxo,21BAI1384,58,93,88,M,239,79.66666666666667,B,P
758,ggsjgfnzut,21BAI1245,17,0,59,M,76,25.333333333333332,F,F
759,bxgemanonz,21BRS1033,97,91,18,F,206,68.66666666666667,C,P
760,tndcutzilg,21CSE1120,50,66,33,F,149,49.666666666666664,E,P
761,vblfdotqod,21BRS1006,56,33,48,M,137,45.666666666666664,E,P
762,hjwhzpdgdj,21BAI1255,86,25,86,M,197,65.66666666666667,C,P
763,tnsmgaqprh,21CSE1544,33,26,11,F,70,23.333333333333332,F,F
764,dsiczonydq,21BRS1069,25,51,1,F,77,25.666666666666668,F,F
765,zpxisdputp,21CSE1282,20,65,96,F,181,60.333333333333336,D,P
766,cwajzpbcat,21BAI1415,17,7,70,M,94,31.333333333333332,F,F
767,tfwizqhwpn,21BRS1044,8,62,49,M,119,39.666666666666664,F,F
768,jelwnmnvtz,21CPS1572,48,51,75,F,174,58.0,D,P
769,mkdziafcbe,21CSE1230,7,12,57,M,76,25.333333333333332,F,F
770,bwmnwltbsm,21CSE1359,5,14,27,F,46,15.333333333333334,F,F
771,kbrfwbknfd,21CPS1104,78,45,40,F,163,54.333333333333336,D,P
772,ejsotpdyvh,21CSE1153,74,22,36,F,132,44.0,E,P
773,xkygpzmens,21BAI1276,93,77,35,F,205,68.33333333333333,C,P
774,tmirkufpex,21CPS1279,2,69,2,M,73,24.333333333333332,F,F
775,qcvbnzucgo,21BRS1522,87,0,25,M,112,37.333333333333336,F,F
776,xdhupcskjj,21CPS1530,5,85,37,F,127,42.333333333333336,E,P
777,uoqcrxwoxb,21CPS1120,49,68,94,M,211,70.33333333333333,C,P
778,sodogpcejp,21BRS1032,56,81,50,M,187,62.333333333333336,C,P
779,iaxklficrx,21CSE1366,47,78,39,F,164,54.666666666666664,D,P
780,ifaewxlprf,21CPS1322,41,61,97,M,199,66.33333333333333,C,P
781,knoweffdyb,21BRS1060,64,95,82,F,241,80.33333333333333,B,P
782,uxuammxgkz,21BRS1301,56,90,75,F,221,73.66666666666667,B,P
783,vaxlirrshn,21BRS1411,68,57,81,F,206,68.66666666666667,C,P
784,dskaixiozj,21CPS1377,76,10,63,M,149,49.666666666666664,E,P
785,udalhlfnvf,21BAI1049,7,34,82,M,123,41.0,E,P
786,fgmbfovutx,21BRS1040,6,25,42,M,73,24.333333333333332,F,F
787,vxfazcsuml,21BAI1252,8,36,41,F,85,28.333333333333332,F,F
788,zubygoritx,21CSE1211,100,29,45,M,174,58.0,D,P
789,xcqczbalyd,21CSE1233,58,23,32,M,113,37.666666666666664,F,F
790,azfkfkamif,21CSE1502,90,81,47,M,218,72.66666666666667,B,P
791,ibposslkvo,21CPS1290,14,46,2,M,62,20.666666666666668,F,F
792,uymnxurnpb,21CSE1006,59,3,54,F,116,38.666666666666664,F,F
793,fgrjyijlpy,21CSE1223,65,89,2,M,156,52.0,D,P
794,mtlzgkyqkt,21BRS1391,98,59,59,M,216,72.0,B,P
795,ylcixippgv,21CPS1347,24,18,47,F,89,29.666666666666668,F,F
796,ozwhtcavwn,21BAI1167,91,54,26,F,171,57.0,D,P
797,zioclehecd,21BAI1430,43,14,101,M,158,52.666666666666664,D,P
798,reqvnwfsxv,21CPS1456,14,29,81,F,124,41.333333333333336,E,P
799,wmtciunnky,21BAI1479,73,43,79,M,195,65.0,C,P
800,vwdhuwyxht,21BRS1472,45,40,42,M,127,42.333333333333336,E,P
801,piafflqxox,21CSE1208,33,97,45,M,175,58.333333333333336,D,P
802,qojffouppi,21BRS1540,64,65,86,F,215,71.66666666666667,B,P
803,odkkglhpmc,21CSE1195,67,62,38,M,167,55.666666666666664,D,P
804,xijsozmxet,21CPS1013,52,96,55,M,203,67.66666666666667,C,P
805,drprpbttvc,21CSE1285,45,23,81,M,149,49.666666666666664,E,P
806,kiltqxfbpf,21BAI1167,16,50,55,F,121,40.333333333333336,F,P
807,ixavkiwftk,21CSE1306,50,98,45,M,193,64.33333333333333,C,P
808,rugyzcmeyj,21CPS1524,13,17,83,M,113,37.666666666666664,F,F
809,oupbyzexua,21CSE1089,80,37,32,F,149,49.666666666666664,E,P
810,rzpxopahly,21CPS1130,38,5,8,F,51,17.0,F,F
811,qlnokdaltl,21BRS1078,92,79,54,M,225,75.0,B,P
812,lrksatcidn,21CPS1215,22,62,1,M,85,28.333333333333332,F,F
813,wmdzuolgbl,21BAI1497,77,72,81,F,230,76.66666666666667,B,P
814,ogvlrtjpff,21BRS1257,10,5,33,M,48,16.0,F,F
815,alzkndrbzq,21BAI1263,5,46,25,M,76,25.333333333333332,F,F
816,kynzwnyuvq,21BAI1180,30,5,34,F,69,23.0,F,F
817,ktxxphbuoa,21CPS1387,96,11,12,M,119,39.666666666666664,F,F
818,sdlaetuulc,21BAI1167,101,18,12,M,131,43.666666666666664,E,P
819,gyqmyekvgs,21CSE1269,65,70,79,F,214,71.33333333333333,B,P
820,nakktvpmul,21CPS1064,93,54,0,F,147,49.0,E,P
821,oxxxuwchql,21BAI1539,80,2,84,F,166,55.333333333333336,D,P
822,tsfnlyjawo,21CPS1400,17,86,60,M,163,54.333333333333336,D,P
823,jtrwcdzxfl,21CSE1282,27,79,49,F,155,51.666666666666664,D,P
824,lqwjygbbtp,21CPS1490,32,57,34,M,123,41.0,E,P
825,rseznpafkn,21BRS1228,40,6,61,F,107,35.666666666666664,F,F
826,xmdyzyyxpm,21BRS1287,92,55,39,M,186,62.0,C,P
827,bjgzwyhgwk,21CSE1047,43,22,95,M,160,53.333333333333336,D,P
828,lcggflasfg,21BAI1165,100,78,84,F,262,87.33333333333333,A,P
829,tjyzymuzsm,21BRS1030,85,73,78,M,236,78.66666666666667,B,P
830,mcnemjlrwl,21CSE1094,75,88,93,M,256,85.33333333333333,A,P
831,pcdmpvcslp,21BRS1405,78,11,100,F,189,63.0,C,P
832,pkvmrgjzky,21CSE1116,62,97,83,M,242,80.66666666666667,B,P
833,qwmzfvybfh,21CPS1590,8,92,60,F,160,53.333333333333336,D,P
834,zvsredevqo,21CSE1122,5,28,11,M,44,14.666666666666666,F,F
835,tkgetawkkz,21BRS1328,56,6,66,M,128,42.666666666666664,E,P
836,lcinseeynb,21CSE1247,0,52,38,F,90,30.0,F,F
837,tqgygnvpcw,21CPS1265,81,101,38,M,220,73.33333333333333,B,P
838,lfuivghtek,21CSE1527,75,55,48,F,178,59.333333333333336,D,P
839,xrmsajaoej,21CSE1418,80,87,90,M,257,85.66666666666667,A,P
840,epobxroxfc,21CSE1396,36,13,58,F,107,35.666666666666664,F,F
841,keqbzomzum,21BRS1462,98,45,21,M,164,54.666666666666664,D,P
842,wvndsafyxu,21BRS1475,30,57,90,M,177,59.0,D,P
843,xxkeqlnypi,21BRS1366,99,52,75,F,226,75.33333333333333,B,P
844,vkjbfqrsic,21BAI1391,40,47,34,F,121,40.333333333333336,F,P
845,olongjccjf,21CSE1269,7,26,19,F,52,17.333333333333332,F,F
846,lvdpfxlhty,21BRS1214,53,25,10,F,88,29.333333333333332,F,F
847,dhdbddhbyz,21CSE1370,98,57,29,F,184,61.333333333333336,C,P
848,owifstjwbo,21BRS1185,32,92,77,F,201,67.0,C,P
849,uvfbidgekh,21CSE1227,1,36,73,M,110,36.666666666666664,F,F
850,rzuitxidsr,21CSE1273,7,55,43,F,105,35.0,F,F
851,vxyxyenapu,21BAI1493,38,71,66,F,175,58.333333333333336,D,P
852,ltsbterlrt,21CSE1528,57,27,65,M,149,49.666666666666664,E,P
853,rwlwsjlnpj,21BRS1497,61,73,94,F,228,76.0,B,P
854,dhsskkumhc,21BAI1141,73,100,18,F,191,63.666666666666664,C,P
855,cqucurklzf,21CPS1020,92,20,89,F,201,67.0,C,P
856,pyyffpftqu,21CPS1297,90,12,29,F,131,43.666666666666664,E,P
857,drflstfcoz,21BRS1511,53,63,2,M,118,39.333333333333336,F,F
858,jlyrlpatwj,21CSE1171,11,92,7,F,110,36.666666666666664,F,F
859,ucbaqpkpwa,21CSE1473,59,55,83,F,197,65.66666666666667,C,P
860,eyqvjkqbvq,21BRS1196,85,62,19,F,166,55.333333333333336,D,P
861,ddniearlqx,21BAI1389,29,44,88,M,161,53.666666666666664,D,P
862,rovrkdhuzu,21CPS1323,73,5,63,F,141,47.0,E,P
863,xirymjuacy,21BAI1316,96,69,20,M,185,61.666666666666664,C,P
864,ieegiqjhnk,21BAI1371,21,66,13,M,100,33.333333333333336,F,F
865,psqsplpjdw,21CPS1485,60,37,17,M,114,38.0,F,F
866,bmvxhcmrnr,21CSE1430,33,101,34,M,168,56.0,D,P
867,lgqluilvig,21BRS1393,67,69,24,M,160,53.333333333333336,D,P
868,lkptorbbis,21BAI1475,44,91,14,F,149,49.666666666666664,E,P
869,mwzdejtmxz,21BAI1032,18,50,46,F,114,38.0,F,F
870,pxioitqgxs,21CSE1518,15,38,54,F,107,35.666666666666664,F,F
871,kajvshbzuv,21BRS1203,57,32,44,M,133,44.333333333333336,E,P
872,wnzyhfrmqc,21BAI1188,62,18,31,M,111,37.0,F,F
873,rpovybqqwu,21CSE1195,87,11,20,M,118,39.333333333333336,F,F
874,ewlyqywigz,21CPS1407,20,15,54,F,89,29.666666666666668,F,F
875,hyppljpfan,21CSE1308,28,64,80,M,172,57.333333333333336,D,P
876,okrsbcnune,21BAI1415,79,22,46,M,147,49.0,E,P
877,zfnlklnyhy,21CPS1542,83,84,48,F,215,71.66666666666667,B,P
878,ldzlbrvhjr,21BAI1445,96,11,18,M,125,41.666666666666664,E,P
879,nhfcjfwcly,21CSE1397,42,39,74,M,155,51.666666666666664,D,P
880,aqpzflwsoa,21BAI1096,42,70,43,M,155,51.666666666666664,D,P
881,nkukdugasr,21CSE1599,97,5,95,M,197,65.66666666666667,C,P
882,kqxyixgrqq,21CPS1123,4,32,53,M,89,29.666666666666668,F,F
883,tsojclhqea,21CSE1315,93,17,70,M,180,60.0,D,P
884,ylbqxfyibo,21BAI1040,56,63,57,F,176,58.666666666666664,D,P
885,gcxdzqvsmq,21BAI1255,38,38,22,F,98,32.666666666666664,F,F
886,hpdpazggfe,21BRS1510,41,0,2,M,43,14.333333333333334,F,F
887,zwrepsecea,21CPS1252,38,50,58,M,146,48.666666666666664,E,P
888,oivjpcasta,21BAI1359,33,70,54,M,157,52.333333333333336,D,P
889,jdbblnwtkf,21CPS1239,100,25,85,M,210,70.0,C,P
890,kvgjkvsxrf,21BAI1209,38,94,83,F,215,71.66666666666667,B,P
891,otcqlpefga,21CPS1316,65,26,88,M,179,59.666666666666664,D,P
892,bhnzmlstkg,21CSE1379,63,34,72,F,169,56.333333333333336,D,P
893,oeynooxams,21CSE1296,81,71,98,F,250,83.33333333333333,A,P
894,zumtwxmjyn,21CSE1486,91,33,27,F,151,50.333333333333336,E,P
895,fluusfpism,21CSE1447,29,35,37,F,101,33.666666666666664,F,F
896,oeyyafiyrz,21BRS1420,76,82,53,F,211,70.33333333333333,C,P
897,hkswlnlmkw,21CPS1005,67,2,36,F,105,35.0,F,F
898,sniuwhubpy,21CPS1034,51,72,0,M,123,41.0,E,P
899,vsujeejvzh,21CPS1385,80,53,46,F,179,59.666666666666664,D,P
900,qxtnfuebkw,21CPS1250,98,7,62,F,167,55.666666666666664,D,P
901,hzkymxzdhf,21BAI1468,89,95,21,M,205,68.33333333333333,C,P
902,wmtkfcomnh,21BRS1309,0,91,41,M,132,44.0,E,P
903,yufyaiobvo,21BRS1487,8,28,17,M,53,17.666666666666668,F,F
904,omezlxcjzw,21BRS1059,95,43,30,F,168,56.0,D,P
905,bpboghltqf,21CSE1092,97,40,93,M,230,76.66666666666667,B,P
906,unnjvqeeli,21BAI1343,57,88,55,M,200,66.66666666666667,C,P
907,dhjiuwhimg,21BRS1531,35,24,4,M,63,21.0,F,F
908,qviolfpoxn,21BAI1309,22,70,96,M,188,62.666666666666664,C,P
909,syrcnxgowz,21BAI1024,60,28,15,F,103,34.333333333333336,F,F
910,jlwjcxeqzj,21CSE1538,61,43,77,M,181,60.333333333333336,D,P
911,hdbcxajpty,21CSE1483,96,25,38,F,159,53.0,D,P
912,dqoiirpbdg,21CPS1521,85,75,99,F,259,86.33333333333333,A,P
913,jfhqmxuyoa,21CPS1005,62,82,28,M,172,57.333333333333336,D,P
914,rhuuohwbtb,21BAI1066,99,38,98,M,235,78.33333333333333,B,P
915,xtatvqbjhd,21CSE1093,67,85,56,F,208,69.33333333333333,C,P
916,wciteenxph,21CPS1077,67,54,70,M,191,63.666666666666664,C,P
917,zftbuvirlt,21CSE1145,84,7,20,F,111,37.0,F,F
918,kvhwpcppjy,21BRS1332,16,17,59,M,92,30.666666666666668,F,F
919,fsxpkwpnab,21CPS1151,20,62,38,M,120,40.0,F,F
920,ybwzgztorc,21BRS1557,95,25,81,M,201,67.0,C,P
921,khystojcge,21BRS1575,2,25,86,F,113,37.666666666666664,F,F
922,yimtceahnu,21BRS1442,64,66,69,F,199,66.33333333333333,C,P
923,fnsuwcgxsp,21BRS1033,79,76,94,F,249,83.0,A,P
924,ojnugxjyjj,21CPS1133,29,3,68,M,100,33.333333333333336,F,F
925,vpyxvlkkey,21CPS1073,16,73,42,M,131,43.666666666666664,E,P
926,pjotadxgka,21CSE1393,69,55,77,M,201,67.0,C,P
927,unwviqrucf,21CSE1141,22,90,16,M,128,42.666666666666664,E,P
928,ebzkilgtgo,21BAI1431,43,91,10,F,144,48.0,E,P
929,yogwihjsno,21CSE1596,40,77,49,F,166,55.333333333333336,D,P
930,sfxheapsie,21BRS1037,14,42,18,M,74,24.666666666666668,F,F
931,jwhjkkjlku,21CPS1517,11,0,101,F,112,37.333333333333336,F,F
932,dwsoalowwl,21CSE1119,21,45,90,M,156,52.0,D,P
933,kpheopdcaj,21BAI1065,49,26,38,F,113,37.666666666666664,F,F
934,espzqcukvp,21BRS1060,85,61,23,F,169,56.333333333333336,D,P
935,hbbeqtegdm,21CPS1578,20,67,25,M,112,37.333333333333336,F,F
936,phsgczbrju,21BRS1193,70,54,33,F,157,52.333333333333336,D,P
937,ymbcghvvum,21CSE1086,32,71,17,F,120,40.0,F,F
938,fvekgspdzo,21BRS1539,22,38,26,F,86,28.666666666666668,F,F
939,sollfhncks,21CPS1521,38,55,45,M,138,46.0,E,P
940,fcheddrdzw,21CPS1124,8,47,63,M,118,39.333333333333336,F,F
941,fguxclztzf,21CSE1512,95,40,75,M,210,70.0,C,P
942,vszzbwbzcb,21CSE1271,35,0,30,F,65,21.666666666666668,F,F
943,jvtqtjvboq,21CSE1172,6,38,88,F,132,44.0,E,P
944,jkqleahpma,21BAI1534,52,46,82,M,180,60.0,D,P
945,wupevpgouq,21CSE1268,56,92,53,M,201,67.0,C,P
946,euvjdcgfhb,21CSE1273,98,72,25,F,195,65.0,C,P
947,zgzqnzeawq,21CPS1552,14,52,79,F,145,48.333333333333336,E,P
948,gwgjngfeht,21CSE1300,65,4,49,M,118,39.333333333333336,F,F
949,nmgikruipu,21BAI1466,55,9,94,M,158,52.666666666666664,D,P
950,wlhrullvjd,21CPS1097,87,80,65,M,232,77.33333333333333,B,P
951,asijqkawcz,21CSE1459,28,47,37,M,112,37.333333333333336,F,F
952,pxsmsnlarr,21CSE1145,16,3,42,F,61,20.333333333333332,F,F
953,bqtqnntyei,21BRS1282,35,2,46,F,83,27.666666666666668,F,F
954,brepsbrgfj,21BRS1042,93,63,14,M,170,56.666666666666664,D,P
955,onsnctghfx,21BAI1059,34,77,91,F,202,67.33333333333333,C,P
956,lacushdbia,21CSE1306,27,47,32,F,106,35.333333333333336,F,F
957,cltqektqar,21BRS1418,28,93,60,F,181,60.333333333333336,D,P
958,pvgtwyerca,21CPS1239,69,2,18,F,89,29.666666666666668,F,F
959,drzebeaice,21BRS1301,3,23,22,F,48,16.0,F,F
960,kqdceqzkqr,21CPS1172,68,33,64,M,165,55.0,D,P
961,qjdtkwzzcx,21CPS1493,34,92,6,M,132,44.0,E,P
962,jhgrylkrbx,21BRS1176,58,0,89,F,147,49.0,E,P
963,ofgtrmcfhx,21CPS1299,34,4,95,M,133,44.333333333333336,E,P
964,qactzzjxco,21CPS1132,62,99,53,F,214,71.33333333333333,B,P
965,snowsvxjad,21BRS1508,80,57,14,F,151,50.333333333333336,E,P
966,bxjxuamkdr,21BAI1131,87,57,73,F,217,72.33333333333333,B,P
967,bufstgdmqh,21BRS1174,60,32,55,F,147,49.0,E,P
968,pwhirhsnwp,21CSE1183,51,76,27,F,154,51.333333333333336,D,P
969,npqvjhqdoq,21CSE1066,17,18,51,M,86,28.666666666666668,F,F
970,vkjkstrjqc,21BAI1429,72,91,48,M,211,70.33333333333333,C,P
971,mhhvhvgnjr,21BRS1463,79,29,25,M,133,44.333333333333336,E,P
972,bvgblqvvcl,21BAI1349,4,72,24,F,100,33.333333333333336,F,F
973,sldqyvzgjg,21CPS1409,77,101,86,F,264,88.0,A,P
974,tzvqlddlih,21BAI1404,39,88,34,M,161,53.666666666666664,D,P
975,apnvacjyoe,21CPS1568,28,53,22,M,103,34.333333333333336,F,F
976,qfgswhvabs,21CSE1329,5,86,46,M,137,45.666666666666664,E,P
977,hqhjuulbpb,21BRS1188,33,84,80,F,197,65.66666666666667,C,P
978,cbyxqlpyct,21CPS1343,0,49,42,M,91,30.333333333333332,F,F
979,othemcatvc,21CPS1105,82,2,73,F,157,52.333333333333336,D,P
980,vkdfqnibbu,21CSE1425,27,32,37,F,96,32.0,F,F
981,bvktbghgyn,21BRS1443,98,53,21,M,172,57.333333333333336,D,P
982,muiyrofgsj,21CSE1100,36,62,0,M,98,32.666666666666664,F,F
983,kogwccevoc,21CPS1395,79,20,80,M,179,59.666666666666664,D,P
984,ljqentalmr,21CPS1254,6,9,39,F,54,18.0,F,F
985,tsdwuzjglw,21BRS1373,25,27,53,M,105,35.0,F,F
986,tdrkntnjox,21BAI1543,34,3,28,M,65,21.666666666666668,F,F
987,fvvxnsaeap,21CPS1127,21,15,87,F,123,41.0,E,P
988,likoakilob,21CPS1306,85,42,99,F,226,75.33333333333333,B,P
989,gbgsfihvfp,21CPS1237,5,13,77,F,95,31.666666666666668,F,F
990,dqhshxsnjh,21BAI1455,79,38,61,M,178,59.333333333333336,D,P
991,rtarmfbqtp,21BAI1598,32,0,77,M,109,36.333333333333336,F,F
992,addtynoott,21BAI1060,78,41,28,M,147,49.0,E,P
993,wsrpulowlj,21CPS1438,81,26,1,F,108,36.0,F,F
994,witdgwxjcq,21BAI1102,96,85,77,F,258,86.0,A,P
995,dhcniroqho,21BAI1102,96,43,33,F,172,57.333333333333336,D,P
996,eyxvgpeznq,21CPS1017,23,45,89,F,157,52.333333333333336,D,P
997,bazxozsqmm,21BRS1485,16,22,16,M,54,18.0,F,F
998,wanwikmtkn,21BAI1514,62,22,78,M,162,54.0,D,P
999,nordegjhas,21CPS1474,45,49,12,M,106,35.333333333333336,F,F
1000,txckduzphj,21CSE1574,96,72,46,F,214,71.33333333333333,B,P
1001,qsivlhfgyl,21CSE1409,90,94,57,M,241,80.33333333333333,B,P
1002,ukahmqcilg,21CPS1107,45,13,9,F,67,22.333333333333332,F,F
1003,tuqwdgnbmk,21CPS1350,3,76,76,M,155,51.666666666666664,D,P
1004,filndmrnrx,21BAI1301,22,30,81,M,133,44.333333333333336,E,P
1005,wqenoxuhbj,21BAI1173,20,15,10,F,45,15.0,F,F
1006,tovghraafk,21BAI1170,12,0,12,M,24,8.0,F,F
1007,ywawvnqucg,21CPS1600,97,33,54,M,184,61.333333333333336,C,P
1008,snpthjljym,21BAI1067,43,96,89,M,228,76.0,B,P
1009,mgbhzhsiov,21CSE1346,78,60,67,F,205,68.33333333333333,C,P
1010,cjevzvpvtl,21CPS1237,80,41,79,F,200,66.66666666666667,C,P
1011,zntyfuuwze,21CPS1479,18,67,95,F,180,60.0,D,P
1012,ejhsxhsltj,21BRS1535,28,61,96,F,185,61.666666666666664,C,P
1013,dmstewrlvh,21BAI1596,23,78,6,M,107,35.666666666666664,F,F
1014,hmqcpypsxp,21BAI1341,68,87,71,F,226,75.33333333333333,B,P
1015,frixjwoqtv,21BAI1099,87,17,59,F,163,54.333333333333336,D,P
1016,qwilzcdmue,21CSE1038,70,13,16,F,99,33.0,F,F
1017,xwzdexfunz,21BRS1563,69,59,3,M,131,43.666666666666664,E,P
1018,nulpqgvfsv,21CSE1318,100,28,86,M,214,71.33333333333333,B,P
1019,xpoonnfnuv,21BAI1368,8,1,16,F,25,8.333333333333334,F,F
1020,opdeyewzzd,21CPS1571,32,13,67,F,112,37.333333333333336,F,F
1021,yzrlbbvjsp,21BAI1268,9,90,10,F,109,36.333333333333336,F,F
1022,mymfmjnmix,21CSE1441,56,8,65,F,129,43.0,E,P
1023,okpotoiifd,21CSE1207,26,98,25,M,149,49.666666666666664,E,P
1024,xbypenrubt,21BAI1442,41,101,97,M,239,79.66666666666667,B,P
1025,neifrkqlnh,21CSE1039,41,96,74,F,211,70.33333333333333,C,P
1026,asllkkhkss,21CPS1213,63,39,23,F,125,41.666666666666664,E,P
1027,bxvdmfikrw,21BRS1253,24,77,83,F,184,61.333333333333336,C,P
1028,vwynhcuxjg,21BAI1033,2,69,21,M,92,30.666666666666668,F,F
1029,edzwavazxo,21BRS1374,85,63,47,F,195,65.0,C,P
1030,ohulfmkujw,21CPS1025,83,45,19,M,147,49.0,E,P
1031,ctesmxdbtc,21CPS1202,66,32,25,F,123,41.0,E,P
1032,vmpkselrmg,21BRS1012,30,86,58,F,174,58.0,D,P
1033,rjrcffxarw,21CSE1267,2,35,99,M,136,45.333333333333336,E,P
1034,ipnpkdhlha,21CSE1196,84,96,52,F,232,77.33333333333333,B,P
1035,lyhqfsfuak,21BRS1250,37,32,91,F,160,53.333333333333336,D,P
1036,ogtqqpbzvz,21CSE1543,10,73,34,M,117,39.0,F,F
1037,yieqfhjnpl,21BAI1458,34,93,46,M,173,57.666666666666664,D,P
1038,cmhfwwrbys,21CPS1378,65,36,96,M,197,65.66666666666667,C,P
1039,cfpimamehk,21CPS1372,28,57,14,M,99,33.0,F,F
1040,rtazyerxjn,21BRS1447,82,51,64,M,197,65.66666666666667,C,P
1041,kwjppztvdx,21BRS1583,64,101,62,F,227,75.66666666666667,B,P
1042,xnljtgtymf,21BAI1332,82,26,5,F,113,37.666666666666664,F,F
1043,mowwvgkpci,21BRS1149,96,8,93,M,197,65.66666666666667,C,P
1044,ckqkiffyyx,21BAI1003,35,23,78,M,136,45.333333333333336,E,P
1045,fmqsuftubj,21CPS1001,80,60,25,F,165,55.0,D,P
1046,urftxvnatj,21CPS1515,16,44,43,F,103,34.333333333333336,F,F
1047,pxdcclbnvb,21CPS1106,99,100,78,M,277,92.33333333333333,S,P
1048,acwsvfivbu,21CSE1056,6,18,65,M,89,29.666666666666668,F,F
1049,ldwyfcawuz,21BAI1362,31,30,14,F,75,25.0,F,F
1050,ijjjbktayj,21CSE1419,60,24,66,F,150,50.0,E,P
1051,lmyreorain,21BAI1256,30,12,31,F,73,24.333333333333332,F,F
1052,tkhwoiwgqx,21CPS1124,65,43,10,M,118,39.333333333333336,F,F
1053,zknypwyzrc,21BAI1029,0,44,42,F,86,28.666666666666668,F,F
1054,iedzawuwoq,21BAI1331,54,68,7,M,129,43.0,E,P
1055,qddeqytfvj,21CPS1071,13,59,99,F,171,57.0,D,P
1056,xhewyfiyfo,21CPS1466,53,94,24,M,171,57.0,D,P
1057,ngoixmbfbb,21CSE1383,0,44,94,F,138,46.0,E,P
1058,xydrwbknyn,21BRS1288,96,53,41,M,190,63.333333333333336,C,P
1059,cnmvftonns,21BRS1504,98,12,75,M,185,61.666666666666664,C,P
1060,pnkuwwuatr,21BRS1155,57,15,99,M,171,57.0,D,P
1061,naldlplspd,21CSE1305,55,88,13,F,156,52.0,D,P
1062,tyfbdznfhm,21CPS1563,13,95,65,F,173,57.666666666666664,D,P
1063,qbrcgornvx,21BAI1228,18,27,93,M,138,46.0,E,P
1064,smlhxhkfxs,21CSE1552,98,97,30,F,225,75.0,B,P
1065,cmjmyafllq,21BAI1344,25,8,65,F,98,32.666666666666664,F,F
1066,jarswjkoeh,21CPS1533,75,0,64,M,139,46.333333333333336,E,P
1067,izdhzwjjsc,21CPS1192,90,10,2,F,102,34.0,F,F
1068,pyxsujenzl,21CPS1388,23,89,17,M,129,43.0,E,P
1069,ljmykcbsvz,21BAI1236,20,99,56,F,175,58.333333333333336,D,P
1070,xozszekwfg,21BAI1016,29,26,28,F,83,27.666666666666668,F,F
1071,ggluvmoohj,21BRS1392,63,92,36,M,191,63.666666666666664,C,P
1072,vdcvncghvt,21CPS1464,0,65,58,M,123,41.0,E,P
1073,dipxdfaefm,21BAI1551,54,23,59,F,136,45.333333333333336,E,P
